word,ipa,cv,cv_2,freq
তাত্ত্বিক,t̪ a t̪ . t̪ i k,cvc.cvc,cvc.cvc,1
ড্যাবড্যাব,d æ b . d æ b,cvc.cvc,cvc.cvc,1
খড়্গ,kʰ ɔ ɽ . g o,cvc.cv,cvc.cv,1
প্রতিশব্দ,p r o . t̪ i . ʃ ɔ b . d̪ o,ccv.cv.cvc.cv,ccv.cv.cvc.cv,1
তরবারি,t̪ ɔ . r o . b a . r i,cv.cv.cv.cv,cv.cv.cv.cv,1
ঢ্যাঁড়শ,dʰ æ̃ . ɽ . ʃ o,cv.c.cv,cv.c.cv,1
ডায়াবেটিস,d a . ʲ a . b e . t i s,cv.cv.cv.cvc,cv.cv.cv.cvc,1
নিয়ন্ত্রনে,n i . ʲ o n . t̪ r o . n e,cv.cvc.ccv.cv,cv.cvc.ccv.cv,1
আলস্য,a . l o ʃ . ʃ o,v.cvc.cv,v.cvc.cv,1
মন্থর,m ɔ n . t̪ʰ o r,cvc.cvc,cvc.cvc,1
গমনে,g ɔ . m o . n e,cv.cv.cv,cv.cv.cv,1
লুণ্ঠ্যমান,l u n . tʰ o . m a n,cvc.cv.cvc,cvc.cv.cvc,1
অন্তঃপুরে,ɔ n . t̪ o . p u . r e,vc.cv.cv.cv,vc.cv.cv.cv,1
পাণ্ড্য,p a n . d o,cvc.cv,cvc.cv,1
ভারতের,bʰ a . r o . t̪ e r,cv.cv.cvc,cv.cv.cvc,1
পুণ্ড্র,p u n . d r o,cvc.ccv,cvc.ccv,1
বাংলার,b a ŋ . l a r,cvc.cvc,cvc.cvc,1
জাতির,ɟ a . t̪ i r,cv.cvc,cv.cvc,1
ওনেক,o . n e k,v.cvc,v.cvc,1
ঢুণ্ঢনের,dʰ u n . dʰ ɔ . n e r,cvc.cv.cvc,cvc.cv.cvc,1
হিরণ্ময়,h i . r ɔ n . n . ɔ ʲ,cv.cvc.c.vc,cv.cvc.c.vc,1
স্বর্ণনির্মিত,ʃ ɔ r . n o . n i r . m i . t̪ o,cvc.cv.cvc.cv.cv,cvc.cv.cvc.cv.cv,1
খাঁটি,kʰ ã . t i,cv.cv,cv.cv,1
জিনিসের,ɟ i . n i . ʃ e r,cv.cv.cvc,cv.cv.cvc,1
সর্ব,ʃ ɔ r . b o,cvc.cv,cvc.cv,1
উৎকৃষ্ট,u t̪ . k r i ʃ . t o,vc.ccvc.cv,vc.ccvc.cv,1
আধারেই,a . d̪ʰ a . r e i̯,v.cv.cvv,v.cv.cv,1
উৎখাত,u t̪ . kʰ a t̪,vc.cvc,vc.cvc,1
কলেজ,k ɔ . l e ɟ,cv.cvc,cv.cvc,1
গেটে,g e . t e,cv.cv,cv.cv,1
উত্ত্যক্ত,u t̪ . t̪ ɔ k . t̪ o,vc.cvc.cv,vc.cvc.cv,1
অশ্বথ,ɔ ʃ . ʃ ɔ t̪ʰ,vc.cvc,vc.cvc,1
উত্থান,u t̪ . t̪ʰ a n,vc.cvc,vc.cvc,1
পতনের,p ɔ . t̪ o . n e r,cv.cv.cvc,cv.cv.cvc,1
সাক্ষ্যি,ʃ a k . kʰ i,cvc.cv,cvc.cv,1
উৎপল,u t̪ . p ɔ l,vc.cvc,vc.cvc,1
বিক্রি,b i k . k r i,cvc.ccv,cvc.ccv,1
তিথি,t̪ i . t̪ʰ i,cv.cv,cv.cv,1
পড়লে,p o ɽ . l e,cvc.cv,cvc.cv,1
ত্র্যহস্পর্শ,t̪ r o . h ɔ . s p ɔ r . ʃ o,ccv.cv.ccvc.cv,ccv.cv.ccvc.cv,1
কাৎলা,k a t̪ . l a,cvc.cv,cvc.cv,1
মাছের,m a . cʰ e r,cv.cvc,cv.cvc,1
মুড়িধণ্ট,m u . ɽ i . d̪ʰ ɔ n . t o,cv.cv.cvc.cv,cv.cv.cvc.cv,1
উৎসব,u t̪ . ʃ ɔ b,vc.cvc,vc.cvc,1
মূখর,m u . kʰ ɔ r,cv.cvc,cv.cvc,1
পরিবেশে,p o . r i . b e . ʃ e,cv.cv.cv.cv,cv.cv.cv.cv,1
পৃথ্বীরাজ,p r i t̪ . t̪ʰ i . r a ɟ,ccvc.cv.cvc,ccvc.cv.cvc,1
চৌধুরী,c o u̯ . d̪ʰ u . r i,cvv.cv.cv,cv.cv.cv,1
রাজা,r a . ɟ a,cv.cv,cv.cv,1
থ্রু,t̪ʰ r u,ccv,ccv,1
আ,a,v,v,1
গ্লাস,g l a s,ccvc,ccvc,1
ডার্কলি,d a r k . l i,cvcc.cv,cvcc.cv,1
সারসংক্ষেপ,ʃ a r . ʃ ɔ ŋ . kʰ e p,cvc.cvc.cvc,cvc.cvc.cvc,1
উদ্গার,u d̪ . g a r,vc.cvc,vc.cvc,1
ঢেকুর,dʰ e . k u r,cv.cvc,cv.cvc,1
তলাকে,t̪ ɔ . l a . k e,cv.cv.cv,cv.cv.cv,1
উদ্ঘাটন,u d̪ . gʰ a . t o n,vc.cv.cvc,vc.cv.cvc,1
তদ্দ্বারা,t̪ ɔ d̪ . d̪ a . r a,cvc.cv.cv,cvc.cv.cv,1
গুরুকাজ,g u . r u . k a ɟ,cv.cv.cvc,cv.cv.cvc,1
উদ্ভ্রান্তের,u d̪ . bʰ r a n . t̪ e r,vc.ccvc.cvc,vc.ccvc.cvc,1
এদিক,e . d̪ i k,v.cvc,v.cvc,1
সেদিক,ʃ e . d̪ i k,cv.cvc,cv.cvc,1
দারিদ্র্যর,d̪ a . r i d̪ . d̪ r o r,cv.cvc.ccvc,cv.cvc.ccvc,1
কষাঘাত,k ɔ . ʃ a . gʰ a t̪,cv.cv.cvc,cv.cv.cvc,1
ঢুকিয়ে,dʰ u . k i . ʲ e,cv.cv.cv,cv.cv.cv,1
অর্থগৃধ্নু,ɔ r . t̪ʰ o . g r i d̪ʰ . n u,vc.cv.ccvc.cv,vc.cv.ccvc.cv,1
গ্রাসে,g r a . ʃ e,ccv.cv,ccv.cv,1
উদরাধ্মান,u d̪ . r a . d̪ʰ ã n,vc.cv.cvc,vc.cv.cvc,1
পেট,p e t,cvc,cvc,1
ফাঁপা,pʰ ã . p a,cv.cv,cv.cv,1
জন্ম,ɟ ɔ n . m o,cvc.cv,cvc.cv,1
ধ্রুব,d̪ʰ r u . b o,ccv.cv,ccv.cv,1
হান্ড্রেড,h a n . d r e d,cvc.ccvc,cvc.ccvc,1
লন্ঠন,l o n . tʰ ɔ n,cvc.cvc,cvc.cvc,1
গ্রামবাসী,g r a m . b a . ʃ i,ccvc.cv.cv,ccvc.cv.cv,1
অগ্রসর,ɔ g . g r o . ʃ ɔ r,vc.ccv.cvc,vc.ccv.cvc,1
অন্ত্যজ,ɔ n . t̪ o . ɟ o,vc.cv.cv,vc.cv.cv,1
অন্ত্য,ɔ n . t̪ o,vc.cv,vc.cv,1
অ্যান্থ্রাক্স,æ n . t̪ʰ r a k s,vc.ccvcc,vc.ccvcc,1
স্বাতন্ত্র্য,ʃ a . t̪ o n . t̪ r o,cv.cvc.ccv,cv.cvc.ccv,1
অনিন্দ্য,ɔ . n i n . d̪ o,v.cvc.cv,v.cvc.cv,1
রুপ,r u p,cvc,cvc,1
লিপ্সা,l i p . ʃ a,cvc.cv,cvc.cv,1
দ্বন্দ্বের,d̪ ɔ n . d̪ e r,cvc.cvc,cvc.cvc,1
প্র্যাকটিস,p r æ k . t i s,ccvc.cvc,ccvc.cvc,1
সম্প্রদায়কে,ʃ ɔ m . p r o . d̪ a ʲ . k e,cvc.ccv.cvc.cv,cvc.ccv.cvc.cv,1
বিজয়,b i . ɟ ɔ ʲ,cv.cvc,cv.cvc,1
ফ্লেভারের,pʰ l e . bʰ a . r e r,ccv.cv.cvc,ccv.cv.cvc,1
কেক,k e k,cvc,cvc,1
কোনটা,k o n . t a,cvc.cv,cvc.cv,1
মেম্ব্রেন,m e m . b r e n,cvc.ccvc,cvc.ccvc,1
মস্তিষ্কের,m o s . t̪ i ʃ . k e r,cvc.cvc.cvc,cvc.cvc.cvc,1
সম্ভ্রম,ʃ ɔ m . bʰ r o m,cvc.ccvc,cvc.ccvc,1
ম্লান,m l a n,ccvc,ccvc,1
অতর্ক্য,ɔ . t̪ ɔ r . k o,v.cvc.cv,v.cvc.cv,1
তর্কের,t̪ ɔ r . k e r,cvc.cvc,cvc.cvc,1
দ্বারা,d̪ a . r a,cv.cv,cv.cv,1
মীমাংসা,m i . m a ŋ . ʃ a,cv.cvc.cv,cv.cvc.cv,1
বর্গীয়,b o r . g i . ʲ o,cvc.cv.cv,cvc.cv.cv,1
বর্গ্য,b ɔ r . g o,cvc.cv,cvc.cv,1
উভয়,u . bʰ ɔ ʲ,v.cvc,v.cvc,1
দ্বারায়,d̪ a . r a ʲ,cv.cvc,cv.cvc,1
অলক্ষ্য,ɔ . l o k . kʰ o,v.cvc.cv,v.cvc.cv,1
অবর্ণ্য,ɔ . b ɔ r . n o,v.cvc.cv,v.cvc.cv,1
মর্ত্যের,m ɔ r t̪ . t̪ e r,cvcc.cvc,cvcc.cvc,1
অস্পর্শ্য,ɔ s . p o r . ʃ o,vc.cvc.cv,vc.cvc.cv,1
রানী,r a . n i,cv.cv,cv.cv,1
নৈর্ব্যক্তিক,n o i̯ r . b æ k . t̪ i k,cvvc.cvc.cvc,cvc.cvc.cvc,1
সহজ,ʃ ɔ . h o ɟ,cv.cvc,cv.cvc,1
ঔৎকর্ষ্য,o u̯ t̪ . k ɔ r . ʃ o,vvc.cvc.cv,vc.cvc.cv,1
সুরের,ʃ u . r e r,cv.cvc,cv.cvc,1
মূর্ছনা,m u r . cʰ o . n a,cvc.cv.cv,cvc.cv.cv,1
গিরিবর্ত্ম,g i . r i . b ɔ r . t̪ m o,cv.cv.cvc.ccv,cv.cv.cvc.ccv,1
এগুতে,e . g u . t̪ e,v.cv.cv,v.cv.cv,1
কর্ত্রী,k o r . t̪ r i,cvc.ccv,cvc.ccv,1
পরিষ্কার,p o . r i ʃ . k a r,cv.cvc.cvc,cv.cvc.cvc,1
শুষ্ক,ʃ u ʃ . k o,cvc.cv,cvc.cv,1
কর্মীকে,k o r . m i . k e,cvc.cv.cv,cvc.cv.cv,1
আর্দ্র,a r . d̪ r o,vc.ccv,vc.ccv,1
স্কার্ফ,s k a r pʰ,ccvcc,ccvcc,1
অন্তর্দ্বারেই,ɔ n . t̪ o r . d̪ a . r e i̯,vc.cvc.cv.cvv,vc.cvc.cv.cv,1
জমির,ɟ o . m i r,cv.cvc,cv.cvc,1
আর্দ্রতা,a r d̪ . d̪ r o . t̪ a,vcc.ccv.cv,vcc.ccv.cv,1
এখুনি,æ . kʰ u . n i,v.cv.cv,v.cv.cv,1
দুর্লভ,d̪ u r . l ɔ bʰ,cvc.cvc,cvc.cvc,1
গাছটি,g a cʰ . t i,cvc.cv,cvc.cv,1
দক্ষিন,d̪ o k . kʰ i n,cvc.cvc,cvc.cvc,1
পার্শ্ব,p a r . ʃ o,cvc.cv,cvc.cv,1
ছায়া,cʰ a ʲ . a,cvc.v,cvc.v,1
তালব্য,t̪ a . l o b . b o,cv.cvc.cv,cv.cvc.cv,1
পার্শ্বিক,p a r . ʃ i k,cvc.cvc,cvc.cvc,1
নৈকট্যধ্বনির,n o i̯ . k ɔ t . t o d̪ . d̪ʰ o . n i r,cvv.cvc.cvc.cv.cvc,cv.cvc.cvc.cv.cvc,1
অন্তর্হিত,ɔ n . t̪ o r . h i . t̪ o,vc.cvc.cv.cv,vc.cvc.cv.cv,1
অদৃশ্য,ɔ d̪ . d̪ r i ʃ . ʃ o,vc.ccvc.cv,vc.ccvc.cv,1
কাশ্মীরের,k a ʃ . m i . r e r,cvc.cv.cvc,cvc.cv.cvc,1
গল্ফ,g ɔ l pʰ,cvcc,cvcc,1
উল্কা,u l . k a,vc.cv,vc.cv,1
বাড়াতে,b a . ɽ a . t̪ e,cv.cv.cv,cv.cv.cv,1
প্রগল্ভতা,p r o . g ɔ l . bʰ o . t̪ a,ccv.cvc.cv.cv,ccv.cvc.cv.cv,1
লক্ষণ,l ɔ k . kʰ ɔ n,cvc.cvc,cvc.cvc,1
গ্রীষ্মকালে,g r i ʃ . ʃ õ . k a . l e,ccvc.cv.cv.cv,ccvc.cv.cv.cv,1
লতাগুল্ম,l ɔ . t̪ a . g u l . m o,cv.cv.cvc.cv,cv.cv.cvc.cv,1
গুলো,g u . l o,cv.cv,cv.cv,1
শ্মশানেই,ʃ ɔ̃ . ʃ a . n e i̯,cv.cv.cvv,cv.cv.cv,1
রাষ্ট্র,r a ʃ . t r o,cvc.ccv,cvc.ccv,1
অকালকুষ্মাণ্ড,ɔ . k a l . k u ʃ . ʃ . m a n . d o,v.cvc.cvc.c.cvc.cv,v.cvc.cvc.c.cvc.cv,1
মূর্খ,m u r . kʰ o,cvc.cv,cvc.cv,1
ঔষ্ঠ্য,o u̯ ʃ . tʰ o,vvc.cv,vc.cv,1
নিষ্ফল,n i ʃ . pʰ ɔ l,cvc.cvc,cvc.cvc,1
নিষ্প্রয়োজন,n i ʃ . p r o . ʲ o . ɟ o n,cvc.ccv.cv.cvc,cvc.ccv.cv.cvc,1
রক্ষায়,r o k . kʰ a ʲ,cvc.cvc,cvc.cvc,1
গার্হস্থ্য,g a r . h o s . t̪ʰ o,cvc.cvc.cv,cvc.cvc.cv,1
বিজ্ঞানে,b i g . g æ̃ . n e,cvc.cv.cv,cvc.cv.cv,1
বহিস্ত্বক,b o . h i s . t̪ o k,cv.cvc.cvc,cv.cvc.cvc,1
প্লীহাকে,p l i . h a . k e,ccv.cv.cv,ccv.cv.cv,1
কথ্য,k o t̪ . t̪ h o,cvc.ccv,cvc.ccv,1
পিলে,p i . l e,cv.cv,cv.cv,1
ইংরেজিতে,i ŋ . r e . ɟ i . t̪ e,vc.cv.cv.cv,vc.cv.cv.cv,1
স্প্লিন,s p l i n,cccvc,cccvc,1
ঘাড়ে,gʰ a . ɽ e,cv.cv,cv.cv,1
বানরের,b a . n o . r e r,cv.cv.cvc,cv.cv.cvc,1
আস্ফালনে,a ʃ . pʰ a . l ɔ . n e,vc.cv.cv.cv,vc.cv.cv.cv,1
সহস্র,ʃ ɔ . h o s . s r o,cv.cvc.ccv,cv.cvc.ccv,1
স্মৃতিমালা,s r ĩ . t̪ i . m a . l a,ccv.cv.cv.cv,ccv.cv.cv.cv,1
অপরাহ্ণের,ɔ . p o . r a n . h n e r,v.cv.cvc.ccvc,v.cv.cvc.ccvc,1
ব্রাহ্মণ,b r a m . m o n,ccvc.cvc,ccvc.cvc,1
হ্রদের,h r o . d̪ e r,ccv.cvc,ccv.cvc,1
স্থান,s t̪ʰ a n,ccvc,ccvc,1
গাড়েন,g a . ɽ e n,cv.cvc,cv.cvc,1
ইলেক্ট্রর,i . l e k . t r ɔ r,v.cvc.ccvc,v.cvc.ccvc,1
শিখতে,ʃ i kʰ . t̪ e,cvc.cv,cvc.cv,1
দিগ্বিজয়,d̪ i g . b i . ɟ ɔ ʲ,cvc.cv.cvc,cvc.cv.cvc,1
যুদ্ধ,ɟ u d̪ . d̪ʰ o,cvc.cv,cvc.cv,1
জয়,ɟ ɔ ʲ,cvc,cvc,1
বায়ু,b a ʲ . u,cvc.v,cvc.v,1
তরঙ্গ,t̪ ɔ . r o ŋ . g o,cv.cvc.cv,cv.cvc.cv,1
অনুদৈর্ঘ্য,o . n u . d̪ o i̯ r . gʰ o,v.cv.cvvc.cv,v.cv.cvc.cv,1
তরঙ্গের,t̪ ɔ . r o ŋ . g e r,cv.cvc.cvc,cv.cvc.cvc,1
কাঙ্ক্ষণীয়,k a ŋ . kʰ o . n i . ʲ o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
যোগ্য,ɟ o g . g o,cvc.cv,cvc.cv,1
বিশ্বকোষ,b i ʃ . ʃ o . k o ʃ,cvc.cv.cvc,cvc.cv.cvc,1
বিজ্ঞানের,b i g . g ã . n e r,cvc.cv.cvc,cvc.cv.cvc,1
শাখার,ʃ a . kʰ a r,cv.cvc,cv.cvc,1
আলোচ্য,a . l o c . c o,v.cvc.cv,v.cvc.cv,1
সংকলিত,ʃ ɔ ŋ . k o . l i . t̪ o,cvc.cv.cv.cv,cvc.cv.cv.cv,1
মনোবাঞ্ছা,m o . n o . b a n . cʰ a,cv.cv.cvc.cv,cv.cv.cvc.cv,1
মনোস্কাম,m o . n o ʃ . k a m,cv.cvc.cvc,cv.cvc.cvc,1
ট্যাক্সি,t æ k . s i,cvc.cv,cvc.cv,1
ভাড়ায়,bʰ a . r a ʲ,cv.cvc,cv.cvc,1
যাত্রীবহনকারী,ɟ a t̪ . t̪ r i . b ɔ . h o n . k a . r i,cvc.ccv.cv.cvc.cv.cv,cvc.ccv.cv.cvc.cv.cv,1
ষাণ্মাসিক,ʃ a n . m a . ʃ i k,cvc.cv.cvc,cvc.cv.cvc,1
শ্রাদ্ধ,s r a d̪ . d̪ʰ o,ccvc.cv,ccvc.cv,1
পত্রিকা,p o t̪ . t̪ r i . k a,cvc.ccv.cv,cvc.ccv.cv,1
বৈচিত্র্যে,b o i̯ . c i t̪ . t̪ r e,cvv.cvc.ccv,cv.cvc.ccv,1
ভরপুর,bʰ ɔ r . p u r,cvc.cvc,cvc.cvc,1
থ্রি,t̪ʰ r i,ccv,ccv,1
ডেইজ,d e i̯ ɟ,cvvc,cvc,1
এ্যাবসেন্ট,æ b . s e n t,vc.cvcc,vc.cvcc,1
গ্রহণযগ্য,g r o . h o n . ɟ o g . g o,ccv.cvc.cvc.cv,ccv.cvc.cvc.cv,1
বার্লি,b a r . l i,cvc.cv,cvc.cv,1
রোগীর,r o . g i r,cv.cvc,cv.cvc,1
উপাদেয়,u . p a . d̪ e o̯,v.cv.cvv,v.cv.cv,1
বিল্ব,b i l b,cvcc,cvcc,1
বেলফল,b e l . pʰ ɔ l,cvc.cvc,cvc.cvc,1
প্রগল্ভ,p r o . g ɔ l . bʰ o,ccv.cvc.cv,ccv.cvc.cv,1
আচরণই,a . c ɔ . r ɔ n . i,v.cv.cvc.v,v.cv.cvc.v,1
শিরশ্ছেদের,ʃ i . r o ʃ . cʰ e . d̪ e r,cv.cvc.cv.cvc,cv.cvc.cv.cvc,1
জামদগ্ন্য,ɟ a m . d̪ ɔ g . n o,cvc.cvc.cv,cvc.cvc.cv,1
জমদগ্নি,ɟ ɔ m . d̪ o g . n i,cvc.cvc.cv,cvc.cvc.cv,1
মুনির,m u . n i r,cv.cvc,cv.cvc,1
পরশুরাম,p o r . ʃ u . r a m,cvc.cv.cvc,cvc.cv.cvc,1
অম্লপিত্ত,ɔ m . l o . p i t̪ . t̪ o,vc.cv.cvc.cv,vc.cv.cvc.cv,1
অম্ল,ɔ m . l o,vc.cv,vc.cv,1
পিত্তের,p i t̪ . t̪ e r,cvc.cvc,cvc.cvc,1
আধিক্য,a . dʰ i k . k o,v.cvc.cv,v.cvc.cv,1
জনিত,ɟ ɔ . n i . t̪ o,cv.cv.cv,cv.cv.cv,1
অজীর্ণ,ɔ . ɟ i r . n o,v.cvc.cv,v.cvc.cv,1
রোগ,r o g,cvc,cvc,1
ধাপ্পা,d̪ʰ a p . p a,cvc.cv,cvc.cv,1
মন্ত্র,m ɔ n . t̪ r o,cvc.ccv,cvc.ccv,1
পূণ্য,p u n . n o,cvc.cv,cvc.cv,1
কামান,k a . m a n,cv.cvc,cv.cvc,1
পথ্য,p o t̪ . t̪ʰ o,cvc.cv,cvc.cv,1
জব্দ,ɟ ɔ b . d̪ o,cvc.cv,cvc.cv,1
আসামীকে,a . ʃ a . m i . k e,v.cv.cv.cv,v.cv.cv.cv,1
সংযুক্ত,ʃ ɔ ŋ . ɟ u k . t̪ o,cvc.cvc.cv,cvc.cvc.cv,1
আবেদনপত্রটি,a . b e . d̪ o n . p ɔ t̪ . t̪ r o . t i,v.cv.cvc.cvc.ccv.cv,v.cv.cvc.cvc.ccv.cv,1
জবাবের,ɟ ɔ . b a . b e r,cv.cv.cvc,cv.cv.cvc,1
দৌরাত্ম্য,d̪ o u̯ . r a t̪ . t̪ õ,cvv.cvc.cv,cv.cvc.cv,1
দেখাবেন,d̪ æ . kʰ a . b e n,cv.cv.cvc,cv.cv.cvc,1
সভ্য,ʃ o b . bʰ o,cvc.cv,cvc.cv,1
বর্জ্য,b ɔ r . ɟ o,cvc.cv,cvc.cv,1
ফেলুন,pʰ e . l u n,cv.cvc,cv.cvc,1
লক্ষ্মী,l o k . kʰ ĩ,cvc.cv,cvc.cv,1
সারল্যতা,ʃ a . r o l . l o . t̪ a,cv.cvc.cv.cv,cv.cvc.cv.cv,1
দেখিয়ো,d̪ e . kʰ i . ʲ o,cv.cv.cv,cv.cv.cv,1
শীতকাল,ʃ i t̪ . k a l,cvc.cvc,cvc.cvc,1
উষ্ণ,u ʃ . n o,vc.cv,vc.cv,1
পুষ্টিকর,p u ʃ . t i . k ɔ r,cvc.cv.cvc,cvc.cv.cvc,1
আর্য,a r . ɟ o,vc.cv,vc.cv,1
ব্যাকরণের,b æ . k o . r o . n e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
নিয়মে,n i . ʲ o . m e,cv.cv.cv,cv.cv.cv,1
ঋষি,r i . ʃ i,cv.cv,cv.cv,1
কর্তৃক,k o r . t̪ r i k,cvc.ccvc,cvc.ccvc,1
স্বীকৃত,ʃ i k . r i . t̪ o,cvc.cv.cv,cvc.cv.cv,1
গ্রীষ্ম,g r i ʃ . ʃ õ,ccvc.cv,ccvc.cv,1
বর্ষা,b ɔ r . ʃ a,cvc.cv,cvc.cv,1
শরৎ,ʃ ɔ . r o t̪,cv.cvc,cv.cvc,1
হেমন্ত,h e . m o n . t̪ o,cv.cvc.cv,cv.cvc.cv,1
শীত,ʃ i t̪,cvc,cvc,1
বসন্ত,b ɔ . ʃ o n . t̪ o,cv.cvc.cv,cv.cvc.cv,1
ছয়টি,cʰ ɔ ʲ . t i,cvc.cv,cvc.cv,1
বিভাগ,b i . bʰ a g,cv.cvc,cv.cvc,1
নামেই,n a . m e i̯,cv.cvv,cv.cv,1
ঋতু,r i . t̪ u,cv.cv,cv.cv,1
ঋণমোচনের,r i n . m o . c o . n e r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
উত্তমর্ণের,u t̪ . t̪ o . m ɔ r . n e r,vc.cv.cvc.cvc,vc.cv.cvc.cvc,1
নিকট,n i . k ɔ t,cv.cvc,cv.cvc,1
খাতকের,kʰ a . t̪ o . k e r,cv.cv.cvc,cv.cv.cvc,1
স্বীকার,ʃ i . k a r,cv.cvc,cv.cvc,1
ঐতিহাসিক,o i̯ . t̪ i . h a . ʃ i k,vv.cv.cv.cvc,v.cv.cv.cvc,1
ইতিহাস,i . t̪ i . h a ʃ,v.cv.cvc,v.cv.cvc,1
সম্বন্ধীয়,ʃ ɔ m . b o n . d̪ʰ i . ʲ o,cvc.cvc.cv.cv,cvc.cvc.cv.cv,1
শতাব্দীর,ʃ ɔ . t̪ a b . d̪ i r,cv.cvc.cvc,cv.cvc.cvc,1
প্রাণরাঙা,p r a n . r a . ŋ a,ccvc.cv.cv,ccvc.cv.cv,1
ঐকাত্ম্য,o i̯ . k a t̪ . t̪ õ,vv.cvc.cv,v.cvc.cv,1
একাত্মতাকেই,e . k a t̪ . t̪ õ . t̪ a . k e i̯,v.cvc.cv.cv.cvv,v.cvc.cv.cv.cv,1
ঐকান্তিক,o i̯ . k a n . t̪ i k,vv.cvc.cvc,v.cvc.cvc,1
ঘনরাম,gʰ ɔ . n o . r a m,cv.cv.cvc,cv.cv.cvc,1
চক্রবর্তী,c o k . r o . b o r . t̪ i,cvc.cv.cvc.cv,cvc.cv.cvc.cv,1
ঐক্যমত্য,o i̯ k . k o . m o t̪ . t̪ o,vvc.cv.cvc.cv,vc.cv.cvc.cv,1
ঐককোমততো,o i̯ . k o . k o . m ɔ t̪ . t̪ o,vv.cv.cv.cvc.cv,v.cv.cv.cvc.cv,1
ঐচ্ছিক,o i̯ c . cʰ i k,vvc.cvc,vc.cvc,1
পাশির,p a . ʃ i r,cv.cvc,cv.cvc,1
গঠন,g ɔ . tʰ o n,cv.cvc,cv.cvc,1
নৈশজাপনই,n o i̯ . ʃ o . ɟ a . p o n . i,cvv.cv.cv.cvc.v,cv.cv.cv.cvc.v,1
পাহারাদারের,p a . h a . r a . d̪ a . r e r,cv.cv.cv.cv.cvc,cv.cv.cv.cv.cvc,1
সমৃদ্ধি,ʃ ɔ m . m r i d̪ . d̪ʰ i,cvc.ccvc.cv,cvc.ccvc.cv,1
ভোগ,bʰ o g,cvc,cvc,1
বৈরাগ্য,b o i̯ . r a g . g o,cvv.cvc.cv,cv.cvc.cv,1
মানব,m a . n o b,cv.cvc,cv.cvc,1
প্রকার,p r o . k a r,ccv.cvc,ccv.cvc,1
বৈধর্ম্য,b o i̯ . d̪ʰ ɔ r . m o,cvv.cvc.cv,cv.cvc.cv,1
সম্বন্ধে,ʃ ɔ m . m o n . d̪ʰ e,cvc.cvc.cv,cvc.cvc.cv,1
বিরুদ্ধ,b i . r u d̪ . d̪ʰ o,cv.cvc.cv,cv.cvc.cv,1
মনোভাব,m o . n o . bʰ a b,cv.cv.cvc,cv.cv.cvc,1
পোষণ,p o . ʃ o n,cv.cvc,cv.cvc,1
হৈচৈ,h o i̯ . c o i̯,cvv.cvv,cv.cv,1
গোলমাল,g o l . m a l,cvc.cvc,cvc.cvc,1
চাকুরী,c a . k u . r i,cv.cv.cv,cv.cv.cv,1
অথৈ,ɔ . t̪ʰ o i̯,v.cvv,v.cv,1
অতঃপর,ɔ . t̪ o . p ɔ r,v.cv.cvc,v.cv.cvc,1
পুনঃপুন,p u . n o p . p u n,cv.cvc.cvc,cv.cvc.cvc,1
দুঃখ,d̪ u k . kʰ o,cvc.cv,cvc.cv,1
অন্তরের,ɔ n . t̪ o . r e r,vc.cv.cvc,vc.cv.cvc,1
অন্তঃস্থলকে,ɔ n . t̪ o s t̪ʰ ɔ l . k e,vc.cvccvc.cv,vc.cvccvc.cv,1
বিদীর্ণ,b i . d̪ i r . n o,cv.cvc.cv,cv.cvc.cv,1
স্বতঃস্ফূর্ত,ʃ ɔ . t̪ o s . pʰ u r . t̪ o,cv.cvc.cvc.cv,cv.cvc.cvc.cv,1
আত্মদান,a t̪ . t̪ õ . d̪ a n,vc.cv.cvc,vc.cv.cvc,1
বিরল,b i . r ɔ l,cv.cvc,cv.cvc,1
ফলাফল,pʰ ɔ . l a . p ɔ l,cv.cv.cvc,cv.cv.cvc,1
পুনঃপ্রকাশ,p u . n o . p r o . k a ʃ,cv.cv.ccv.cvc,cv.cv.ccv.cvc,1
সুতরাং,ʃ u . t̪ ɔ . r a ŋ,cv.cv.cvc,cv.cv.cvc,1
পুনঃপরীক্ষা,p u . n o p . p o . r i k . kʰ a,cv.cvc.cv.cvc.cv,cv.cvc.cv.cvc.cv,1
পুনঃপ্রবেশ,p u . n o . p r o . b e ʃ,cv.cv.ccv.cvc,cv.cv.ccv.cvc,1
ভাবিয়ে,bʰ a . b i . ʲ e,cv.cv.cv,cv.cv.cv,1
আদর্শের,a . d̪ o r . ʃ e r,v.cvc.cvc,v.cvc.cvc,1
পুনঃপ্রতিষ্ঠা,p u . n o . p r o . t̪ i ʃ . tʰ a,cv.cv.ccv.cvc.cv,cv.cv.ccv.cvc.cv,1
অপরিহার্য,ɔ . p o . r i . h a r . ɟ o,v.cv.cv.cvc.cv,v.cv.cv.cvc.cv,1
ছবিটা,cʰ o . b i . t a,cv.cv.cv,cv.cv.cv,1
উল্টো,u l . t o,vc.cv,vc.cv,1
ধরুন,d̪ʰ o . r u n,cv.cvc,cv.cvc,1
রশিটা,r o . ʃ i . t a,cv.cv.cv,cv.cv.cv,1
বাঁধুন,b ã . d̪ʰ u n,cv.cvc,cv.cvc,1
