tri_gram,freq,example
সোম,1,['সোমবার']
হোদ,1,['মহোদয়']
ভোগ,3,"['ভোগে', 'ভোগান্তি', 'ভোগ']"
তোয়,1,['তোয়াক্কা']
কোল,2,"['কোলাহলের', 'কোলাহল']"
গোত,2,"['এগোতেই', 'এগোতে']"
তোই,1,['মতোই']
নোট,1,['নোটিফিকেশন']
ঠোঁ,1,['ঠোঁটে']
রোট,1,"['বারোটা', 'প্রোটিনের', 'প্রোটন']"
মোক,1,['মোকাবিলা']
ডোর,2,"['টর্নেডোর', 'করিডোরে']"
নোয়,2,"['জানানোয়', 'চালানোয়']"
ছোব,1,['ছোবা']
জোড়,1,['জোড়া']
কোত্ত,1,['স্নাতকোত্তর']
রোপ,2,"['রোপন', 'শিরোপা']"
কোম্প,1,['কোম্পানিতে']
কোঠ,1,['কোঠরে']
ঢোক,1,['ঢোকানো']
লোল,1,['লোলুপ']
বোট,1,['বোটকা']
জোর,1,['জোর']
লোত,1,['জমিগুলোতে']
গোল,5,"['গোলমাল', 'গোল্ড', 'গণ্ডগোল']"
গোস,2,"['গোসলের', 'গোসলে']"
ছোড়,1,['নাছোড়বান্দা']
বোল,2,"['বোলিং', 'বোলার']"
লোচ,1,"['আলোচ্য', 'জলোচ্ছ্বাস', 'জলোচ্ছ্বাসে']"
ধোন,1,['ধোনি']
রোম,1,['রোমাঞ্চকর']
ড়োল,1,['বেড়োলে']
ড়োত,1,['তাড়াহুড়োতে']
কোভ,1,['কোভিডের']
যোজ,1,['সংযোজন']
তোদ,1,['তোদের']
হোট,1,['হোটেলে']
যোদ্ধ,2,"['মুক্তিযোদ্ধারা', 'যোদ্ধা']"
লোহ,1,['লোহার']
দোট,1,['দোটানায়']
বোম,1,['বোমাটি']
লোপ,1,['মধ্যপদলোপী']
তোক,1,['তোকে']
কোপ,1,['প্রকোপ']
বোর্ড,1,['বোর্ডের']
গোল্ড,1,['গোল্ড']
কোষ,1,['বিশ্বকোষ']
লোচ্য,1,['আলোচ্য']
নোব,1,['মনোবাঞ্ছা']
নোস্ক,1,['মনোস্কাম']
মোচ,1,['ঋণমোচনের']
শোও,1,['শোও']
ধোও,1,['ধোও']
য়োল,1,['ভায়োলেন্ট']
পোব,1,['তপোবন']
কোর্ফ,1,['কোর্ফা']
পৌঁ,5,"['পৌঁছানোর', 'পৌঁছায়', 'পৌঁছাতেই']"
নৌক,5,"['নৌকার', 'নৌকায়', 'নৌকা']"
সৌন্দ,2,"['সৌন্দর্যের', 'সৌন্দর্য']"
বৌম,3,"['বৌমাকে', 'বৌমার', 'বৌমা']"
গৌর,1,['সগৌরবে']
দৌড়,2,"['দৌড়ে', 'দৌড়াতে']"
মৌল,3,"['মৌলবির', 'মৌলিক', 'মৌল']"
চৌক,1,['চৌকশ']
বৌয়,1,['বৌয়ের']
বৌক,1,['বৌকে']
সৌভ,1,['সৌভাগ্যের']
সৌর,1,['সৌরজগত']
রৌপ্য,1,['রৌপ্য']
সৌদ,1,['সৌদি']
চৌধ,1,['চৌধুরী']
দৌর,1,['দৌরাত্ম্য']
সৌক্ষ্ম্য,1,['সৌক্ষ্ম্য']
ব্দের,1,['শব্দের']
দ্রের,1,"['সমুদ্রের', 'ইন্দ্রের']"
প্রতি,18,"['প্রতিক্রিয়া', 'প্রতিষ্ঠানের', 'প্রতিশব্দ']"
ট্রেন,3,"['ট্রেন', 'ট্রেন্ডে', 'ট্রেনে']"
প্রথম,5,"['প্রথম', 'প্রথমে', 'প্রথমেই']"
চ্ছিল,7,"['দিচ্ছিলাম', 'হচ্ছিল', 'যাচ্ছিল']"
প্রিয়,3,"['প্রাণপ্রিয়', 'জনপ্রিয়', 'প্রিয়']"
ধ্যেই,1,['মধ্যেই']
জ্ঞান,8,"['বিজ্ঞানের', 'বিজ্ঞানে', 'জ্ঞানপাপী']"
ত্রাণ,1,['ত্রাণ']
স্যার,4,"['স্যারকে', 'স্যারের', 'স্যার']"
দ্রুত,1,['দ্রুত']
ক্লাস,3,"['ক্লাসে', 'ক্লাসের', 'ক্লাস']"
গ্রাম,7,"['গ্রামসহ', 'ইনস্টাগ্রামে', 'গ্রামবাসী']"
ষ্টিত,2,"['আপাতদৃষ্টিতে', 'বৃষ্টিতে']"
স্তার,2,"['বিস্তারিত', 'রাস্তার']"
ত্যাদ,1,['ইত্যাদি']
জ্ঞেস,1,['জিজ্ঞেস']
স্টেশ,4,"['স্টেশনে', 'স্টেশনমাস্টার', 'স্টেশন']"
স্টার,3,"['মাস্টার', 'স্টেশনমাস্টার', 'মাস্টারকে']"
ক্ষেপ,3,"['পদক্ষেপ', 'সারসংক্ষেপ', 'আক্ষেপ']"
প্রাণ,5,"['প্রাণপ্রিয়', 'প্রাণীর', 'প্রাণের']"
দ্মার,1,['পদ্মার']
ব্যবহ,2,"['ব্যবহার', 'ব্যবহৃত', 'সদ্ব্যবহার']"
ক্ষেত,4,"['এক্ষেত্রে', 'সেক্ষেত্রে', 'ক্ষেতে']"
প্রাচ,1,['প্রাচীন']
শ্বাস্য,1,['অবিশ্বাস্য']
র্মিত,2,"['সহমর্মিতা', 'স্বর্ণনির্মিত']"
ষ্পাপ,1,['নিষ্পাপ']
ন্ত্বনা,1,['সান্ত্বনা']
প্রের,2,"['অনুপ্রেরণা', 'অনুপ্রেরণাদায়ী']"
শ্বাস,7,"['বিশ্বাসই', 'অবিশ্বাস্য', 'বিশ্বাসের']"
ম্ভবত,1,['সম্ভবত']
প্রশ্নে,1,['প্রশ্নের']
শ্নের,1,['প্রশ্নের']
শ্রাম,1,['বিশ্রাম']
র্দেশ,3,"['নির্দেশে', 'নির্দেশমতো', 'নির্দেশ']"
স্তায়,1,['রাস্তায়']
ব্যথা,3,"['ব্যথাও', 'ব্যথা', 'ব্যথায়']"
ক্ষিণ,1,['দক্ষিণ']
ড্রাই,2,"['ড্রাইভার', 'ড্রাইভিং']"
ম্মান,1,['সম্মান']
গ্রহণ,2,"['গ্রহণযগ্য', 'গ্রহণ']"
প্রায়,2,"['প্রায়ই', 'প্রায়']"
প্রথা,1,['প্রথা']
স্ট্যাট,1,['স্ট্যাটাস']
ক্ষ্যাত,1,['ক্ষ্যাত']
ব্যক্তি,3,"['ব্যক্তিত্ব', 'নৈর্ব্যক্তিক', 'ব্যক্তিকেই']"
ক্তিগ,1,['ব্যক্তিগত']
স্থিত,4,"['উপস্থিত', 'পরিস্থিতিতে', 'উপস্থিতি']"
ঞ্চাশ,2,"['ঊনপঞ্চাশে', 'পঞ্চাশ']"
শ্চয়ত,2,"['নিশ্চয়তা', 'অনিশ্চয়তায়']"
ণ্টার,1,['ঘণ্টার']
স্পটে,1,['স্পটে']
ধ্যমে,1,['মাধ্যমে']
চ্চার,3,"['বাচ্চার', 'সমচ্চারিত', 'উচ্চারণ']"
ফ্রেশ,1,['ফ্রেশ']
ন্দর্যে,1,['সৌন্দর্যের']
র্যের,2,"['সৌন্দর্যের', 'সূর্যের']"
র্ভাব,2,"['আবির্ভাব', 'আবির্ভাবের']"
ব্যাল,2,"['ব্যালকুনিতে', 'ব্যালকনিতে']"
ন্ধ্যায়,1,['সন্ধ্যায়']
ভ্যাস,2,"['অভ্যাসবশত', 'বদঅভ্যাস']"
শ্চিন্ত,3,"['দুশ্চিন্তা', 'দুশ্চিন্তায়', 'দুঃশ্চিন্তা']"
প্রচল,1,['প্রচলিত']
গ্যবত,1,['ভাগ্যবতী']
ত্মীয়,1,['আত্মীয়']
ম্মুর,1,['আম্মুর']
প্রবে,2,"['পুনঃপ্রবেশ', 'প্রবেশ']"
স্মরণ,1,['স্মরণ']
ন্ডের,3,"['ব্র্যান্ডের', 'ব্রান্ডের', 'সেকেন্ডের']"
প্রবা,2,"['প্রবাহে', 'প্রবাহিত']"
ন্দায়,1,['বারান্দায়']
স্বাদ,1,['স্বাদ']
ক্তকে,1,['ভক্তকে']
শ্বিন,1,['আশ্বিন']
ভ্রতা,2,"['শুভ্রতায়', 'শুভ্রতা']"
ষ্টির,2,"['পুষ্টির', 'বৃষ্টির']"
ন্যের,1,['অন্যের']
প্তাহ,1,['সপ্তাহে']
ন্দের,1,['আনন্দের']
ন্বেষ,1,['অন্বেষণ']
র্থনৈ,1,['অর্থনৈতিক']
প্রশা,7,"['প্রশাসন', 'প্রশাসনই', 'প্রশাসনের']"
ন্যায়,2,"['বন্যায়', 'অন্যায়ভাবে']"
ব্যবস,1,['ব্যবসা']
র্তিম,1,['মূর্তিমান']
স্থান,5,"['স্থানীয়', 'স্থানচ্যুতি', 'স্থান']"
ক্ষণস্থ,1,['ক্ষণস্থায়ী']
স্থায়,2,"['ক্ষণস্থায়ী', 'দীর্ঘস্থায়ী']"
র্বাচ,1,['নির্বাচনের']
প্রহস,1,['প্রহসন']
স্ক্রিন,1,['স্ক্রিনে']
ক্যান্ট,2,"['ক্যান্টিনে', 'ক্যান্টিনের']"
ন্টিন,2,"['ক্যান্টিনে', 'ক্যান্টিনের']"
র্ণনা,1,['বর্ণনা']
ন্ধুর,2,"['বন্ধুরা', 'বন্ধুর']"
স্নেহ,3,"['স্নেহ', 'স্নেহময়', 'সস্নেহে']"
ব্যাখ্য,1,['ব্যাখ্যা']
র্দিষ্ট,1,['নির্দিষ্ট']
এ্য,2,"['এ্যাসাইনমেন্ট', 'এ্যাবসেন্ট']"
র্তীত,1,['পরবর্তীতে']
ন্তায়,2,"['চিন্তায়', 'দুশ্চিন্তায়']"
ব্যাপ,3,"['ব্যাপারে', 'ব্যাপার', 'ব্যাপারটা']"
প্রমা,1,['প্রমাণ']
দ্দেশ্য,1,['উদ্দেশ্যে']
ক্ষিত,2,"['শিক্ষিত', 'উচ্চশিক্ষিত']"
স্ক্রলি,1,['স্ক্রলিং']
ম্যাস,4,"['ম্যাসেজ', 'ম্যাসেজের', 'ম্যাসেঞ্জার']"
ঞ্জার,2,"['ম্যাসেঞ্জার', 'ম্যাসেঞ্জারে']"
চ্ছাব,1,['শুভেচ্ছাবার্তা']
ব্রুয়,2,"['ফেব্রুয়ারি', 'ফেব্রুয়ারিতে']"
ট্রেন্ড,2,"['ট্রেন্ডে', 'ট্রেন্ড']"
গ্যতা,1,['যোগ্যতা']
স্কুল,3,"['স্কুলে', 'স্কুলের', 'স্কুল']"
র্যকর,1,['কার্যকর']
প্রয়ো,4,"['প্রয়োজনের', 'প্রয়োজন', 'নিষ্প্রয়োজন']"
ক্রসে,1,['ক্রসের']
র্কশি,2,"['কর্কশিট', 'কর্কশিটের']"
ট্রলা,3,"['ট্রলারে', 'ট্রলার', 'ট্রলারের']"
শ্রদ্ধা,1,['শ্রদ্ধা']
র্জনে,2,"['অর্জনে', 'উপার্জনের']"
ছ্যাৎ,1,['ছ্যাৎ']
দ্ধান্ত,2,"['সিদ্ধান্ত', 'সিদ্ধান্তের']"
ক্তির,2,"['মুক্তির', 'ব্যঙ্গ্যোক্তির']"
প্রকৃ,4,"['প্রকৃষ্ঠ', 'প্রকৃতপক্ষে', 'প্রকৃতির']"
শ্বশু,2,"['শ্বশুর', 'শ্বশুরের']"
স্বাম,2,"['স্বামীসহ', 'স্বামীকে']"
ক্ষার,2,"['পরীক্ষার', 'শিক্ষার']"
প্রস্তু,1,['প্রস্তুতি']
স্তুত,1,['প্রস্তুতি']
ন্টার,1,['ইন্টারভিউ']
ন্যদে,1,['অন্যদের']
ত্তেজ,1,['উত্তেজনা']
র্দান্ত,2,"['দুর্দান্তই', 'দুর্দান্ত']"
জ্ঞতা,3,"['অভিজ্ঞতাও', 'অভিজ্ঞতাকে', 'অভিজ্ঞতা']"
ম্যাচ,4,"['ম্যাচে', 'ম্যাচের', 'ম্যাচ']"
ন্তান,1,['সন্তানেরা']
স্কোর,1,['স্কোর']
ক্ষুদ্র,3,"['ক্ষুদ্রাতিক্ষুদ্র', 'ক্ষুদ্র']"
ঘ্রাণ,1,['ঘ্রাণ']
প্রাত,1,['প্রাতরাশ']
ক্তিব,1,['শক্তিবর্ধনীয়']
র্ধনী,1,['শক্তিবর্ধনীয়']
ষ্ঠান,6,"['অনুষ্ঠানের', 'প্রতিষ্ঠানের', 'অনুষ্ঠানটি']"
স্থাপ,3,"['উপস্থাপনা', 'সংস্থাপন', 'স্থাপত্যগুলো']"
ন্তরি,3,"['আন্তরিকতা', 'আন্তরিক', 'সামান্তরিক']"
র্নাম,1,['দুর্নাম']
ণ্ডাম,1,['ভণ্ডামি']
ক্তার,1,['ডাক্তার']
র্টিফ,1,['সার্টিফিকেট']
ম্পিউ,1,['কম্পিউটার']
ন্দিত,1,['আনন্দিত']
র্ৎ,1,['ভর্ৎসনা']
ম্লান,2,"['ম্লান', 'অম্লান']"
ক্কেল,1,['আক্কেল']
ঘ্রাত,1,['অনাঘ্রাত']
ন্দুধ,1,['হিন্দুধর্ম']
ণ্নবত,1,['ষণ্নবতি']
স্ত্রীক,3,"['সস্ত্রীক', 'স্ত্রীকে', 'স্ত্রীকেও']"
ক্ষত্রে,1,['নক্ষত্রের']
ত্রের,1,"['অস্ত্রের', 'আইনশাস্ত্রের', 'নক্ষত্রের']"
